rank	gene_id	symbol	mean_tpm	var_log2tpm
3877	ENSG00000140943	MBTPS1	48.373	0.3898
3878	ENSG00000120685	PROSER1	3.959	0.3896
3879	ENSG00000141542	RAB40B	20.669	0.3896
3880	ENSG00000183655	KLHL25	3.562	0.3894
3881	ENSG00000010704	HFE	1.031	0.3893
3882	ENSG00000141298	SSH2	20.228	0.3891
3883	ENSG00000151304	SRFBP1	6.854	0.3891
3884	ENSG00000187713	TMEM203	11.322	0.3891
3885	ENSG00000120158	RCL1	98.299	0.389
3886	ENSG00000118162	KPTN	13.496	0.389
3887	ENSG00000181163	NPM1	1136.081	0.3886
3888	ENSG00000156453	PCDH1	1.965	0.3885
3889	ENSG00000181588	MEX3D	12.644	0.3885
3890	ENSG00000169599	NFU1	23.953	0.3883
3891	ENSG00000135447	PPP1R1A	14.799	0.3883
3892	ENSG00000120915	EPHX2	5.376	0.3882
3893	ENSG00000112972	HMGCS1	7.621	0.3882
3894	ENSG00000102606	ARHGEF7	8.289	0.3882
3895	ENSG00000148634	HERC4	3.292	0.3878
3896	ENSG00000182827	ACBD3	27.612	0.3876
3897	ENSG00000115942	ORC2	11.521	0.3875
3898	ENSG00000121897	LIAS	16.313	0.3875
3899	ENSG00000171813	PWWP2B	10.586	0.3875
3900	ENSG00000056998	GYG2	4.48	0.3875
3901	ENSG00000105854	PON2	4.637	0.3874
3902	ENSG00000125434	SLC25A35	4.301	0.3871
3903	ENSG00000164741	DLC1	6.039	0.387
3904	ENSG00000170266	GLB1	11.198	0.387
3905	ENSG00000112139	MDGA1	1.88	0.387
3906	ENSG00000128581	IFT22	14.981	0.3869
3907	ENSG00000228594	FNDC10	19.377	0.3868
3908	ENSG00000164124	TMEM144	2.336	0.3868
3909	ENSG00000116747	RO60	31.028	0.3867
3910	ENSG00000085415	SEH1L	20.71	0.3867
3911	ENSG00000213516	RBMXL1	7.304	0.3866
3912	ENSG00000185379	RAD51D	6.477	0.3866
3913	ENSG00000167703	SLC43A2	5.1	0.3865
3914	ENSG00000107938	EDRF1	31.836	0.3865
3915	ENSG00000181038	METTL23	14.233	0.3864
3916	ENSG00000082458	DLG3	15.354	0.3864
3917	ENSG00000100473	COCH	5.864	0.3863
3918	ENSG00000075340	ADD2	19.928	0.3862
3919	ENSG00000139737	SLAIN1	5.308	0.3861
3920	ENSG00000070778	PTPN21	2.242	0.386
3921	ENSG00000124104	SNX21	14.636	0.3859
3922	ENSG00000185436	IFNLR1	4.464	0.3859
3923	ENSG00000077782	FGFR1	50.898	0.3859
3924	ENSG00000139687	RB1	21.416	0.3858
3925	ENSG00000138279	ANXA7	18.819	0.3857
3926	ENSG00000196437	ZNF569	1.184	0.3856
3927	ENSG00000092871	RFFL	12.356	0.3855
3928	ENSG00000182481	KPNA2	77.415	0.3855
3929	ENSG00000174720	LARP7	118.423	0.3855
3930	ENSG00000174695	TMEM167A	7.348	0.3855
3931	ENSG00000187801	ZFP69B	2.357	0.3854
3932	ENSG00000008710	PKD1	13.287	0.3853
3933	ENSG00000187634	SAMD11	142.016	0.3852
3934	ENSG00000140598	EFL1	17.405	0.3852
3935	ENSG00000072310	SREBF1	18.383	0.3852
3936	ENSG00000138162	TACC2	19.081	0.3848
3937	ENSG00000197603	CPLANE1	1.523	0.3847
3938	ENSG00000115368	WDR75	6.847	0.3846
3939	ENSG00000175213	ZNF408	21.272	0.3846
3940	ENSG00000134762	DSC3	8.911	0.3844
3941	ENSG00000196421	C20orf204	2.566	0.3843
3942	ENSG00000104218	CSPP1	26.445	0.3843
3943	ENSG00000099219	ERMP1	1.587	0.3843
3944	ENSG00000042429	MED17	5.951	0.3842
3945	ENSG00000205363	INSYN1	20.309	0.3842
3946	ENSG00000266028	SRGAP2	19.141	0.3841
3947	ENSG00000109270	LAMTOR3	2.429	0.384
3948	ENSG00000147257	GPC3	31.007	0.384
3949	ENSG00000125820	NKX2-2	2.433	0.384
3950	ENSG00000158023	CFAP251	1.126	0.3839
3951	ENSG00000180089	TMEM86B	2.415	0.3839
3952	ENSG00000140939	NOL3	13.41	0.3838
3953	ENSG00000164024	METAP1	50.977	0.3835
3954	ENSG00000261884	ENSG00000261884	46.134	0.3834
3955	ENSG00000198961	PJA2	2.325	0.3834
3956	ENSG00000152404	CWF19L2	19.713	0.3834
3957	ENSG00000160888	IER2	54.331	0.3833
3958	ENSG00000180537	RNF182	1.099	0.3833
3959	ENSG00000111358	GTF2H3	33.775	0.3833
3960	ENSG00000100526	CDKN3	45.161	0.3833
3961	ENSG00000108557	RAI1	16.29	0.383
3962	ENSG00000104671	DCTN6	9.078	0.3829
3963	ENSG00000167535	CACNB3	12.954	0.3828
3964	ENSG00000113645	WWC1	36.144	0.3828
3965	ENSG00000117016	RIMS3	1.141	0.3826
3966	ENSG00000174928	C3orf33	4.491	0.3826
3967	ENSG00000125249	RAP2A	1.825	0.3825
3968	ENSG00000126790	L3HYPDH	15.502	0.3822
3969	ENSG00000135740	SLC9A5	3.033	0.3821
3970	ENSG00000172262	ZNF131	15.865	0.3821
3971	ENSG00000170871	KIAA0232	2.021	0.3821
3972	ENSG00000123240	OPTN	13.641	0.382
3973	ENSG00000137944	KYAT3	2.551	0.382
3974	ENSG00000166888	STAT6	11.973	0.3817
3975	ENSG00000272886	DCP1A	8.641	0.3815
3976	ENSG00000130590	SAMD10	5.491	0.3814
3977	ENSG00000183741	CBX6	103.452	0.3813
3978	ENSG00000160685	ZBTB7B	16.2	0.3812
3979	ENSG00000258839	MC1R	3.565	0.3811
3980	ENSG00000171604	CXXC5	17.252	0.3811
3981	ENSG00000101596	SMCHD1	4.702	0.3811
3982	ENSG00000158560	DYNC1I1	2.594	0.3811
3983	ENSG00000186141	POLR3C	12.044	0.381
3984	ENSG00000107796	ACTA2	2.04	0.381
3985	ENSG00000181031	RPH3AL	4.985	0.3808
3986	ENSG00000156170	NDUFAF6	17.191	0.3808
3987	ENSG00000065970	FOXJ2	3.992	0.3807
3988	ENSG00000169762	TAPT1	3.132	0.3806
3989	ENSG00000126773	PCNX4	3.275	0.3806
3990	ENSG00000067955	CBFB	44.051	0.3806
3991	ENSG00000148985	PGAP2	13.262	0.3805
3992	ENSG00000157111	TMEM171	1.429	0.3804
3993	ENSG00000186187	ZNRF1	10.33	0.3803
3994	ENSG00000132434	LANCL2	13.328	0.3802
3995	ENSG00000167771	RCOR2	8.789	0.3801
3996	ENSG00000172458	IL17D	1.672	0.3801
3997	ENSG00000185808	PIGP	10.821	0.3801
3998	ENSG00000141013	GAS8	112.293	0.38
3999	ENSG00000021762	OSBPL5	7.288	0.38
4000	ENSG00000064763	FAR2	4.287	0.3799
4001	ENSG00000115239	ASB3	2.016	0.3797
4002	ENSG00000171943	SRGAP2C	10.362	0.3796
4003	ENSG00000085449	WDFY1	4.477	0.3796
4004	ENSG00000126858	RHOT1	3.902	0.3795
4005	ENSG00000165195	PIGA	1.165	0.3795
4006	ENSG00000142494	SLC47A1	7.354	0.3794
4007	ENSG00000153558	FBXL2	1.038	0.3794
4008	ENSG00000164597	COG5	2.213	0.3794
4009	ENSG00000166224	SGPL1	14.21	0.3794
4010	ENSG00000113552	GNPDA1	22.349	0.3793
4011	ENSG00000165424	ZCCHC24	5.175	0.379
4012	ENSG00000080224	EPHA6	1.31	0.3789
4013	ENSG00000196814	MVB12B	3.498	0.3788
4014	ENSG00000110675	ELMOD1	2.24	0.3788
4015	ENSG00000163681	SLMAP	9.128	0.3787
4016	ENSG00000097046	CDC7	9.129	0.3787
4017	ENSG00000186448	ZNF197	4.091	0.3786
4018	ENSG00000095397	WHRN	16.198	0.3782
4019	ENSG00000178917	ZNF852	1.665	0.3781
4020	ENSG00000172667	ZMAT3	1.132	0.378
4021	ENSG00000134058	CDK7	72.742	0.3779
4022	ENSG00000198089	SFI1	24.144	0.3779
4023	ENSG00000169379	ARL13B	21.57	0.3775
4024	ENSG00000120756	PLS1	2.173	0.3775
4025	ENSG00000213079	SCAF8	4.442	0.3774
4026	ENSG00000150630	VEGFC	1.134	0.3774
4027	ENSG00000204642	HLA-F	53.217	0.3774
4028	ENSG00000130699	TAF4	10.756	0.3773
4029	ENSG00000117148	ACTL8	1.253	0.3772
4030	ENSG00000082212	ME2	3.743	0.3772
4031	ENSG00000010318	PHF7	16.991	0.3771
4032	ENSG00000166833	NAV2	1.193	0.3769
4033	ENSG00000010270	STARD3NL	14.843	0.3769
4034	ENSG00000078747	ITCH	4.875	0.3766
4035	ENSG00000109323	MANBA	12.047	0.3765
4036	ENSG00000116663	FBXO6	2.702	0.3763
4037	ENSG00000166747	AP1G1	8.694	0.3762
4038	ENSG00000168297	PXK	10.91	0.3762
4039	ENSG00000244462	RBM12	9.912	0.3757
4040	ENSG00000148814	LRRC27	13.576	0.3756
4041	ENSG00000143155	TIPRL	16.456	0.3756
4042	ENSG00000175198	PCCA	2.174	0.3755
4043	ENSG00000128564	VGF	1.19	0.3754
4044	ENSG00000140961	OSGIN1	1.407	0.3753
4045	ENSG00000182963	GJC1	13.21	0.3751
4046	ENSG00000100307	CBX7	6.635	0.3751
4047	ENSG00000101639	CEP192	3.273	0.3751
4048	ENSG00000135842	NIBAN1	3.616	0.3751
4049	ENSG00000112992	NNT	3.146	0.3749
4050	ENSG00000134909	ARHGAP32	1.475	0.3748
4051	ENSG00000057935	MTA3	17.439	0.3748
4052	ENSG00000234745	HLA-B	211.664	0.3745
4053	ENSG00000184007	PTP4A2	28.69	0.3745
4054	ENSG00000237289	CKMT1B	31.466	0.3745
4055	ENSG00000242802	AP5Z1	107.414	0.3745
4056	ENSG00000137492	THAP12	8.582	0.3745
4057	ENSG00000155367	PPM1J	6.91	0.3742
4058	ENSG00000187193	MT1X	177.69	0.3741
4059	ENSG00000112308	C6orf62	9.63	0.3741
4060	ENSG00000135424	ITGA7	4.98	0.3741
4061	ENSG00000153071	DAB2	2.071	0.3738
4062	ENSG00000162493	PDPN	41.203	0.3736
4063	ENSG00000183943	PRKX	5.316	0.3735
4064	ENSG00000134070	IRAK2	1.7	0.3734
4065	ENSG00000206077	ZDHHC11B	9.655	0.3734
4066	ENSG00000162924	REL	5.338	0.3732
4067	ENSG00000168264	IRF2BP2	55.411	0.3731
4068	ENSG00000035499	DEPDC1B	4.141	0.3729
4069	ENSG00000121064	SCPEP1	28.887	0.3728
4070	ENSG00000177943	MAMDC4	2.591	0.3728
4071	ENSG00000001617	SEMA3F	2.993	0.3727
4072	ENSG00000156313	RPGR	6.002	0.3726
4073	ENSG00000128989	ARPP19	9.601	0.3726
4074	ENSG00000056736	IL17RB	1.533	0.3726
4075	ENSG00000197713	RPE	7.315	0.3725
4076	ENSG00000206535	LNP1	4.912	0.3725
4077	ENSG00000007264	MATK	59.291	0.3724
4078	ENSG00000068971	PPP2R5B	19.674	0.3723
4079	ENSG00000154447	SH3RF1	4.029	0.3723
4080	ENSG00000145730	PAM	5.219	0.3723
4081	ENSG00000198700	IPO9	17.946	0.3722
4082	ENSG00000085276	MECOM	35.947	0.3722
4083	ENSG00000274847	MAFIP	7.643	0.3721
4084	ENSG00000116560	SFPQ	551.319	0.372
4085	ENSG00000076242	MLH1	1.896	0.3719
4086	ENSG00000184867	ARMCX2	1.841	0.3715
4087	ENSG00000120699	EXOSC8	11.612	0.3715
4088	ENSG00000128573	FOXP2	2.489	0.3715
4089	ENSG00000165757	JCAD	2.854	0.3714
4090	ENSG00000122882	ECD	16.6	0.371
4091	ENSG00000137575	SDCBP	5.808	0.371
4092	ENSG00000115318	LOXL3	5.661	0.3709
4093	ENSG00000149308	NPAT	1.415	0.3709
4094	ENSG00000146858	ZC3HAV1L	3.419	0.3709
4095	ENSG00000132589	FLOT2	127.027	0.3708
4096	ENSG00000118495	PLAGL1	10.636	0.3707
4097	ENSG00000028277	POU2F2	2.123	0.3707
4098	ENSG00000150455	TIRAP	7.856	0.3707
4099	ENSG00000120437	ACAT2	64.376	0.3706
4100	ENSG00000070081	NUCB2	39.342	0.3705
4101	ENSG00000215114	UBXN2B	3.838	0.3704
4102	ENSG00000176182	MYPOP	39.748	0.3704
4103	ENSG00000039123	MTREX	58.644	0.3702
4104	ENSG00000113734	BNIP1	131.478	0.3701
4105	ENSG00000092978	GPATCH2	4.627	0.3701
4106	ENSG00000180891	CUEDC1	48.265	0.3701
4107	ENSG00000137414	FAM8A1	10.48	0.37
4108	ENSG00000106404	CLDN15	9.313	0.37
4109	ENSG00000007341	ST7L	23.309	0.3699
4110	ENSG00000146267	FAXC	8.196	0.3699
4111	ENSG00000153179	RASSF3	7.684	0.3699
4112	ENSG00000162704	ARPC5	96.764	0.3697
4113	ENSG00000164983	TMEM65	2.426	0.3697
4114	ENSG00000142867	BCL10	6.439	0.3696
4115	ENSG00000198064	NPIPB13	7.004	0.3695
4116	ENSG00000124356	STAMBP	19.736	0.3694
4117	ENSG00000125450	NUP85	56.079	0.3694
4118	ENSG00000169684	CHRNA5	10.898	0.3692
4119	ENSG00000111859	NEDD9	1.11	0.3692
4120	ENSG00000171444	MCC	14.731	0.3691
4121	ENSG00000171492	LRRC8D	5.016	0.369
4122	ENSG00000130363	RSPH3	4.042	0.369
4123	ENSG00000101333	PLCB4	1.173	0.3688
4124	ENSG00000071205	ARHGAP10	18.567	0.3687
4125	ENSG00000171320	ESCO2	3.732	0.3684
4126	ENSG00000106993	CDC37L1	10.782	0.3684
4127	ENSG00000087448	KLHL42	9.637	0.3682
4128	ENSG00000152229	PSTPIP2	5.523	0.3679
4129	ENSG00000088367	EPB41L1	50.77	0.3675
4130	ENSG00000066735	KIF26A	11.803	0.3674
4131	ENSG00000119487	MAPKAP1	78.616	0.3673
4132	ENSG00000136932	TRMO	14.279	0.3672
4133	ENSG00000033800	PIAS1	12.574	0.3672
4134	ENSG00000083838	ZNF446	8.631	0.3671
4135	ENSG00000138095	LRPPRC	22.109	0.3671
4136	ENSG00000159423	ALDH4A1	15.074	0.3669
4137	ENSG00000165617	DACT1	3.957	0.3669
4138	ENSG00000196123	MATCAP1	11.761	0.3665
4139	ENSG00000100567	PSMA3	48.321	0.3661
4140	ENSG00000144736	SHQ1	4.81	0.3659
4141	ENSG00000163320	CGGBP1	4.955	0.3659
4142	ENSG00000183763	TRAIP	102.904	0.3659
4143	ENSG00000137573	SULF1	1.226	0.3658
4144	ENSG00000075188	NUP37	4.996	0.3658
4145	ENSG00000130758	MAP3K10	24.874	0.3658
4146	ENSG00000204920	ZNF155	2.542	0.3658
4147	ENSG00000072864	NDE1	21.521	0.3657
4148	ENSG00000204149	AGAP6	23.861	0.3657
4149	ENSG00000178947	SMIM10L2A	2.312	0.3655
4150	ENSG00000100814	CCNB1IP1	21.746	0.3654
4151	ENSG00000067191	CACNB1	6.027	0.3652
4152	ENSG00000153989	NUS1	6.025	0.3652
4153	ENSG00000204681	GABBR1	5.263	0.3649
4154	ENSG00000131089	ARHGEF9	33.913	0.3649
4155	ENSG00000046647	GEMIN8	11.89	0.3648
4156	ENSG00000171988	JMJD1C	2.561	0.3646
4157	ENSG00000119397	CNTRL	9.897	0.3645
4158	ENSG00000132846	ZBED3	1.36	0.3645
4159	ENSG00000160961	ZNF333	4.41	0.3644
4160	ENSG00000138231	DBR1	7.558	0.3644
4161	ENSG00000123095	BHLHE41	1.377	0.3644
4162	ENSG00000144134	RABL2A	17.584	0.3644
4163	ENSG00000244165	P2RY11	50.869	0.3643
4164	ENSG00000087903	RFX2	5.611	0.3642
4165	ENSG00000198003	ODAD3	5.043	0.3642
4166	ENSG00000105329	TGFB1	58.766	0.3639
4167	ENSG00000184221	OLIG1	1.009	0.3636
4168	ENSG00000172361	CFAP53	1.148	0.3634
4169	ENSG00000221916	C19orf73	22.519	0.3634
4170	ENSG00000115159	GPD2	1.673	0.3634
4171	ENSG00000008441	NFIX	24.009	0.3633
4172	ENSG00000167595	PROSER3	53.645	0.3633
4173	ENSG00000151422	FER	1.161	0.3632
4174	ENSG00000104231	ZFAND1	15.351	0.363
4175	ENSG00000155755	TMEM237	6.193	0.3629
4176	ENSG00000133943	DGLUCY	11.292	0.3628
4177	ENSG00000117758	STX12	6.397	0.3627
4178	ENSG00000168890	TMEM150A	10.164	0.3627
4179	ENSG00000083290	ULK2	2.355	0.3626
4180	ENSG00000198863	RUNDC1	12.087	0.3625
4181	ENSG00000065559	MAP2K4	2.613	0.3623
4182	ENSG00000154265	ABCA5	1.078	0.3623
4183	ENSG00000174501	ANKRD36C	4.936	0.3622
4184	ENSG00000158050	DUSP2	4.786	0.3618
4185	ENSG00000241258	CRCP	39.55	0.3618
4186	ENSG00000106351	AGFG2	10.057	0.3616
4187	ENSG00000187555	USP7	19.449	0.3616
4188	ENSG00000143797	MBOAT2	4.347	0.3616
4189	ENSG00000171970	ZNF57	2.114	0.3616
4190	ENSG00000185278	ZBTB37	1.206	0.3616
4191	ENSG00000106266	SNX8	34.224	0.3615
4192	ENSG00000170325	PRDM10	2.799	0.3615
4193	ENSG00000153395	LPCAT1	61.51	0.3614
4194	ENSG00000109689	STIM2	9.017	0.3614
4195	ENSG00000155629	PIK3AP1	1.295	0.3613
4196	ENSG00000145979	TBC1D7	18.085	0.3613
4197	ENSG00000139180	NDUFA9	38.976	0.3612
4198	ENSG00000151131	NOPCHAP1	149.255	0.3608
4199	ENSG00000214063	TSPAN4	18.838	0.3607
4200	ENSG00000075131	TIPIN	12.571	0.3605
4201	ENSG00000154856	APCDD1	1.76	0.3602
4202	ENSG00000160999	SH2B2	3.754	0.3602
4203	ENSG00000005238	ATOSB	1.185	0.3601
4204	ENSG00000106399	RPA3	21.768	0.36
4205	ENSG00000154305	MIA3	106.947	0.3597
4206	ENSG00000184661	CDCA2	12.158	0.3597
4207	ENSG00000187764	SEMA4D	3.785	0.3595
4208	ENSG00000138795	LEF1	22.028	0.3594
4209	ENSG00000139725	RHOF	8.354	0.3594
4210	ENSG00000186867	QRFPR	2.233	0.3593
4211	ENSG00000105856	HBP1	1.321	0.3593
4212	ENSG00000146083	RNF44	19.476	0.3592
4213	ENSG00000168374	ARF4	28.809	0.3591
4214	ENSG00000149054	ZNF215	2.083	0.3591
4215	ENSG00000064012	CASP8	12.391	0.3591
4216	ENSG00000175040	CHST2	2.515	0.359
4217	ENSG00000228049	POLR2J2	1.218	0.359
4218	ENSG00000251503	CENPS-CORT	47.615	0.359
4219	ENSG00000070087	PFN2	141.359	0.3589
4220	ENSG00000132199	ENOSF1	26.238	0.3588
4221	ENSG00000154473	BUB3	118.953	0.3587
4222	ENSG00000155868	MED7	1.597	0.3586
4223	ENSG00000171310	CHST11	2.232	0.3586
4224	ENSG00000112320	SOBP	7.205	0.3584
4225	ENSG00000148187	MRRF	10.399	0.3584
4226	ENSG00000151892	GFRA1	1.049	0.3582
4227	ENSG00000234545	FAM133B	198.442	0.3581
4228	ENSG00000144815	NXPE3	4.797	0.3579
4229	ENSG00000131848	ZSCAN5A	17.806	0.3577
4230	ENSG00000085224	ATRX	31.698	0.3577
4231	ENSG00000136143	SUCLA2	7.846	0.3577
4232	ENSG00000142235	LMTK3	9.649	0.3576
4233	ENSG00000167107	ACSF2	37.778	0.3576
4234	ENSG00000099785	MARCHF2	12.87	0.3575
4235	ENSG00000051341	POLQ	1.345	0.3573
4236	ENSG00000006451	RALA	18.474	0.3572
4237	ENSG00000181666	ZNF875	12.265	0.3571
4238	ENSG00000167670	CHAF1A	515.219	0.357
4239	ENSG00000198042	MAK16	3.808	0.3569
4240	ENSG00000142197	DOP1B	1.773	0.3568
4241	ENSG00000218336	TENM3	3.271	0.3563
4242	ENSG00000132016	BRME1	16.182	0.3562
4243	ENSG00000137814	HAUS2	21.123	0.3562
4244	ENSG00000113273	ARSB	3.193	0.3562
4245	ENSG00000130589	HELZ2	3.938	0.3558
4246	ENSG00000072571	HMMR	14.874	0.3558
4247	ENSG00000111727	HCFC2	1.004	0.3558
4248	ENSG00000170365	SMAD1	4.105	0.3556
4249	ENSG00000165507	DEPP1	5.205	0.3555
4250	ENSG00000159713	TPPP3	10.063	0.3555
4251	ENSG00000160051	IQCC	56.311	0.3554
4252	ENSG00000173821	RNF213	8.911	0.3553
4253	ENSG00000173918	C1QTNF1	2.228	0.3552
4254	ENSG00000167996	FTH1	573.144	0.3552
4255	ENSG00000163273	NPPC	13.382	0.3551
4256	ENSG00000183354	BRD10	4.519	0.355
4257	ENSG00000171119	NRTN	9.317	0.3549
4258	ENSG00000073331	ALPK1	1.001	0.3548
4259	ENSG00000178425	NT5DC1	13.47	0.3548
4260	ENSG00000164088	PPM1M	6.787	0.3547
4261	ENSG00000168994	PXDC1	3.976	0.3545
4262	ENSG00000215193	PEX26	10.215	0.3545
4263	ENSG00000197467	COL13A1	37.99	0.3543
4264	ENSG00000198053	SIRPA	3.339	0.3543
4265	ENSG00000178074	C2orf69	2.002	0.3542
4266	ENSG00000197363	ZNF517	2.122	0.3542
4267	ENSG00000171045	TSNARE1	5.902	0.3539
4268	ENSG00000037749	MFAP3	1.574	0.3538
4269	ENSG00000144040	SFXN5	25.821	0.3538
4270	ENSG00000054282	SDCCAG8	30.417	0.3538
4271	ENSG00000137760	ALKBH8	2.626	0.3538
4272	ENSG00000147416	ATP6V1B2	5.46	0.3535
4273	ENSG00000038219	BOD1L1	14.694	0.3535
4274	ENSG00000163510	CWC22	6.371	0.3534
4275	ENSG00000106443	PHF14	26.238	0.3534
4276	ENSG00000136098	NEK3	9.304	0.3533
4277	ENSG00000204252	HLA-DOA	2.384	0.353
4278	ENSG00000087842	PIR	9.514	0.3527
4279	ENSG00000165487	MICU2	25.738	0.3526
4280	ENSG00000187626	ZKSCAN4	3.027	0.3524
4281	ENSG00000167394	ZNF668	14.533	0.3524
4282	ENSG00000127528	KLF2	2.629	0.3524
4283	ENSG00000108387	SEPTIN4	2.973	0.3523
4284	ENSG00000105810	CDK6	2.43	0.3523
4285	ENSG00000118276	B4GALT6	2.073	0.3522
4286	ENSG00000115464	USP34	1.786	0.3522
4287	ENSG00000169139	UBE2V2	14.999	0.3522
4288	ENSG00000064042	LIMCH1	7.138	0.3522
4289	ENSG00000157227	MMP14	1.293	0.3521
4290	ENSG00000189376	C8orf76	10.795	0.3521
4291	ENSG00000119899	SLC17A5	8.034	0.3519
4292	ENSG00000101608	MYL12A	67.404	0.3518
4293	ENSG00000135919	SERPINE2	6.109	0.3518
4294	ENSG00000029364	SLC39A9	5.605	0.3517
4295	ENSG00000069956	MAPK6	2.033	0.3517
4296	ENSG00000168502	MTCL1	10.834	0.3516
4297	ENSG00000089737	DDX24	204.984	0.3516
4298	ENSG00000174137	FAM53A	2.847	0.3516
4299	ENSG00000148175	STOM	7.08	0.3515
4300	ENSG00000282933	RHOXF1P3	9.179	0.3514
4301	ENSG00000125843	AP5S1	11.428	0.3513
4302	ENSG00000092421	SEMA6A	15.067	0.3512
4303	ENSG00000179532	DNHD1	1.543	0.3512
4304	ENSG00000175066	GK5	9.542	0.3509
4305	ENSG00000171368	TPPP	2.008	0.3509
4306	ENSG00000176407	KCMF1	4.32	0.3506
4307	ENSG00000104763	ASAH1	12.71	0.3503
4308	ENSG00000182108	DEXI	82.726	0.3503
4309	ENSG00000154639	CXADR	6.285	0.3502
4310	ENSG00000175787	ZNF169	1.729	0.3502
4311	ENSG00000101773	RBBP8	33.656	0.3499
4312	ENSG00000126581	BECN1	49.926	0.3499
4313	ENSG00000176273	SLC35G1	3.629	0.3498
4314	ENSG00000228696	ARL17B	6.739	0.3498
4315	ENSG00000146842	TMEM209	3.543	0.3498
4316	ENSG00000029534	ANK1	1.695	0.3496
4317	ENSG00000112531	QKI	25.086	0.3494
4318	ENSG00000178821	TMEM52	58.217	0.3492
4319	ENSG00000176842	IRX5	18.701	0.3492
4320	ENSG00000160570	DEDD2	26.039	0.3491
4321	ENSG00000198408	OGA	14.982	0.3491
4322	ENSG00000021776	AQR	2.566	0.3489
4323	ENSG00000102904	TSNAXIP1	2.693	0.3488
4324	ENSG00000109079	TNFAIP1	10.51	0.3488
4325	ENSG00000181061	HIGD1A	19.697	0.3487
4326	ENSG00000138092	CENPO	22.312	0.3486
4327	ENSG00000104983	CCDC61	6.669	0.3485
4328	ENSG00000184500	PROS1	1.024	0.3485
4329	ENSG00000155760	FZD7	3.598	0.3485
4330	ENSG00000198791	CNOT7	35.287	0.3484
4331	ENSG00000257704	INAFM1	11.938	0.3484
4332	ENSG00000100564	PIGH	16.472	0.3484
4333	ENSG00000128872	TMOD2	1.5	0.3482
4334	ENSG00000169246	NPIPB3	117.893	0.3481
4335	ENSG00000164331	ANKRA2	9.651	0.348
4336	ENSG00000060642	PIGV	1.187	0.3479
4337	ENSG00000272772	ENSG00000272772	13.025	0.3478
4338	ENSG00000187867	PALM3	44.921	0.3477
4339	ENSG00000144749	LRIG1	7.696	0.3477
4340	ENSG00000204381	LAYN	8.451	0.3476
4341	ENSG00000099958	DERL3	33.083	0.3476
4342	ENSG00000117174	ZNHIT6	16.709	0.3476
4343	ENSG00000184160	ADRA2C	18.201	0.3476
4344	ENSG00000064703	DDX20	10.342	0.3475
4345	ENSG00000152904	GGPS1	5.729	0.3475
4346	ENSG00000197757	HOXC6	18.939	0.3474
4347	ENSG00000142675	CNKSR1	2.174	0.3474
4348	ENSG00000103342	GSPT1	109.094	0.3473
4349	ENSG00000170917	NUDT6	2.471	0.3472
4350	ENSG00000116661	FBXO2	6.675	0.3468
4351	ENSG00000204599	TRIM39	15.255	0.3467
4352	ENSG00000166689	PLEKHA7	4.745	0.3467
4353	ENSG00000213123	DYNLT2B	20.716	0.3465
4354	ENSG00000067182	TNFRSF1A	18.249	0.3465
4355	ENSG00000152217	SETBP1	1.119	0.3464
4356	ENSG00000106066	CPVL	13.702	0.3464
4357	ENSG00000100418	DESI1	93.374	0.3463
4358	ENSG00000055917	PUM2	3.429	0.3463
4359	ENSG00000244486	SCARF2	12.308	0.3461
4360	ENSG00000162676	GFI1	2.198	0.346
4361	ENSG00000183891	TTC32	12.156	0.346
4362	ENSG00000119965	C10orf88	2.837	0.3459
4363	ENSG00000197019	SERTAD1	6.496	0.3458
4364	ENSG00000107554	DNMBP	1.968	0.3458
4365	ENSG00000147905	ZCCHC7	18.799	0.3455
4366	ENSG00000115520	COQ10B	11.88	0.3455
4367	ENSG00000112599	GUCA1B	1.116	0.3455
4368	ENSG00000115020	PIKFYVE	1.724	0.3453
4369	ENSG00000068650	ATP11A	2.245	0.3453
4370	ENSG00000138182	KIF20B	17.747	0.3453
4371	ENSG00000182973	CNOT10	29.476	0.3453
4372	ENSG00000163006	CCDC138	7.733	0.3451
4373	ENSG00000179331	RAB39A	2.294	0.3449
4374	ENSG00000167578	RAB4B	10.996	0.3449
4375	ENSG00000105376	ICAM5	5.985	0.3447
4376	ENSG00000140382	HMG20A	22.019	0.3447
4377	ENSG00000111596	CNOT2	6.321	0.3445
4378	ENSG00000157933	SKI	40.58	0.3443
4379	ENSG00000160058	BSDC1	57.832	0.3443
4380	ENSG00000144840	RABL3	2.344	0.3442
4381	ENSG00000188266	HYKK	5.27	0.3441
4382	ENSG00000146122	DAAM2	5.497	0.344
4383	ENSG00000122884	P4HA1	2.259	0.3439
4384	ENSG00000163607	GTPBP8	16.25	0.3439
4385	ENSG00000090975	PITPNM2	1.864	0.3438
4386	ENSG00000177889	UBE2N	39.931	0.3437
4387	ENSG00000184281	TSSC4	206.967	0.3437
4388	ENSG00000156298	TSPAN7	5.316	0.3437
4389	ENSG00000213246	SUPT4H1	44.013	0.3436
4390	ENSG00000144647	POMGNT2	11.239	0.3435
4391	ENSG00000160801	PTH1R	20.037	0.3434
4392	ENSG00000171163	ZNF692	34.111	0.3433
4393	ENSG00000164347	GFM2	5.615	0.3433
4394	ENSG00000082781	ITGB5	19.029	0.3432
4395	ENSG00000260916	CCPG1	4.298	0.343
