rank	gene_id	symbol	mean_expr	var_log2expr
2436	ENSG00000158458	NRG2	3.13	1.8929
2437	ENSG00000003436	TFPI	5.253	1.8927
2438	ENSG00000159063	ALG8	87.27	1.8927
2439	ENSG00000183091	NEB	2.247	1.8922
2440	ENSG00000219607	PPP1R3G	2.543	1.8915
2441	ENSG00000154518	ATP5MC3	1066.513	1.8915
2442	ENSG00000113319	RASGRF2	4.949	1.8915
2443	ENSG00000169860	P2RY1	11.543	1.8915
2444	ENSG00000177181	RIMKLA	12.632	1.8913
2445	ENSG00000129675	ARHGEF6	8.844	1.8912
2446	ENSG00000115966	ATF2	27.621	1.8903
2447	ENSG00000179627	ZBTB42	4.98	1.8899
2448	ENSG00000072756	TRNT1	16.933	1.8895
2449	ENSG00000105976	MET	20.461	1.8891
2450	ENSG00000146463	ZMYM4	51.849	1.8886
2451	ENSG00000213967	ZNF726	3.154	1.8884
2452	ENSG00000100473	COCH	49.088	1.8883
2453	ENSG00000126803	HSPA2	3.96	1.8882
2454	ENSG00000214827	MTCP1	3.718	1.8873
2455	ENSG00000160460	SPTBN4	4.243	1.8867
2456	ENSG00000185561	TLCD2	14.026	1.8865
2457	ENSG00000196684	HSH2D	2.652	1.8856
2458	ENSG00000166762	CATSPER2	5.397	1.8842
2459	ENSG00000071575	TRIB2	6.508	1.8836
2460	ENSG00000104320	NBN	43.492	1.883
2461	ENSG00000106028	SSBP1	854.453	1.8828
2462	ENSG00000173404	INSM1	5.289	1.8823
2463	ENSG00000047410	TPR	304.16	1.8817
2464	ENSG00000166311	SMPD1	12.698	1.8817
2465	ENSG00000137075	RNF38	13.737	1.8817
2466	ENSG00000160190	SLC37A1	5.426	1.8809
2467	ENSG00000138138	ATAD1	27.434	1.8801
2468	ENSG00000132549	VPS13B	12.563	1.8799
2469	ENSG00000081803	CADPS2	9.986	1.8797
2470	ENSG00000186130	ZBTB6	8.824	1.8796
2471	ENSG00000089597	GANAB	167.858	1.8791
2472	ENSG00000138696	BMPR1B	4.241	1.8787
2473	ENSG00000124257	NEURL2	3.132	1.8776
2474	ENSG00000068697	LAPTM4A	119.079	1.8773
2475	ENSG00000277157	H4C4	2.267	1.8771
2476	ENSG00000133874	RNF122	3.324	1.8766
2477	ENSG00000223865	HLA-DPB1	3.116	1.8762
2478	ENSG00000146707	POMZP3	10.985	1.876
2479	ENSG00000166823	MESP1	32.818	1.876
2480	ENSG00000187987	ZSCAN23	3.087	1.876
2481	ENSG00000132294	EFR3A	19.437	1.8758
2482	ENSG00000175197	DDIT3	32.353	1.8757
2483	ENSG00000197062	ZSCAN26	11.123	1.8756
2484	ENSG00000135119	RNFT2	12.532	1.8754
2485	ENSG00000120519	SLC10A7	6.247	1.8747
2486	ENSG00000178075	GRAMD1C	2.706	1.8746
2487	ENSG00000036054	TBC1D23	22.077	1.8745
2488	ENSG00000100029	PES1	234.4	1.8745
2489	ENSG00000162851	TFB2M	11.78	1.8741
2490	ENSG00000143476	DTL	50.829	1.8741
2491	ENSG00000171017	LRRC8E	4.944	1.8738
2492	ENSG00000197601	FAR1	51.974	1.8736
2493	ENSG00000141424	SLC39A6	79.02	1.8735
2494	ENSG00000164088	PPM1M	9.272	1.8734
2495	ENSG00000174738	NR1D2	21.025	1.8734
2496	ENSG00000066422	ZBTB11	30.264	1.873
2497	ENSG00000213079	SCAF8	35.373	1.873
2498	ENSG00000090857	PDPR	23.281	1.8727
2499	ENSG00000151773	CCDC122	9.611	1.8727
2500	ENSG00000213221	DNLZ	23.454	1.8726
2501	ENSG00000046889	PREX2	4.262	1.8726
2502	ENSG00000125895	TMEM74B	9.384	1.8725
2503	ENSG00000215440	NPEPL1	5.656	1.8725
2504	ENSG00000185532	PRKG1	14.894	1.8723
2505	ENSG00000196735	HLA-DQA1	2.981	1.8723
2506	ENSG00000148798	INA	34.784	1.8722
2507	ENSG00000184007	PTP4A2	328.521	1.8719
2508	ENSG00000085465	OVGP1	3.615	1.8714
2509	ENSG00000136352	NKX2-1	3.856	1.8711
2510	ENSG00000198301	SDAD1	96.382	1.8708
2511	ENSG00000105723	GSK3A	102.239	1.8705
2512	ENSG00000198723	SAXO5	2.235	1.8705
2513	ENSG00000069275	NUCKS1	681.566	1.8701
2514	ENSG00000139625	MAP3K12	8.336	1.8697
2515	ENSG00000164627	KIF6	4.391	1.8695
2516	ENSG00000078114	NEBL	6.144	1.8692
2517	ENSG00000182993	C12orf60	2.595	1.8684
2518	ENSG00000170390	DCLK2	4.009	1.8682
2519	ENSG00000123552	USP45	12.146	1.8678
2520	ENSG00000153956	CACNA2D1	8.755	1.8673
2521	ENSG00000129226	CD68	2.728	1.8672
2522	ENSG00000215784	FAM72D	20.593	1.8671
2523	ENSG00000101752	MIB1	31.971	1.8669
2524	ENSG00000187624	LIAT1	3.661	1.8668
2525	ENSG00000008382	MPND	66.098	1.8667
2526	ENSG00000164849	GPR146	2.73	1.8665
2527	ENSG00000111731	C2CD5	14.572	1.8662
2528	ENSG00000100644	HIF1A	36.41	1.8661
2529	ENSG00000054277	OPN3	2.142	1.8658
2530	ENSG00000261796	ISY1-RAB43	2.529	1.8651
2531	ENSG00000175387	SMAD2	34.541	1.8647
2532	ENSG00000125821	DTD1	76.676	1.8646
2533	ENSG00000135547	HEY2	22.352	1.8639
2534	ENSG00000182518	VCF2	51.619	1.8638
2535	ENSG00000273706	LHX1	10.401	1.8636
2536	ENSG00000177034	MTX3	19.674	1.8635
2537	ENSG00000155085	AK9	5.176	1.8625
2538	ENSG00000130222	GADD45G	2.738	1.8624
2539	ENSG00000148926	ADM	20.909	1.8623
2540	ENSG00000144218	AFF3	12.694	1.8623
2541	ENSG00000147852	VLDLR	6.33	1.8623
2542	ENSG00000172354	GNB2	246.776	1.8621
2543	ENSG00000141446	ESCO1	34.786	1.8619
2544	ENSG00000148943	LIN7C	39.864	1.8618
2545	ENSG00000121690	DEPDC7	8.785	1.8614
2546	ENSG00000136490	LIMD2	38.139	1.8607
2547	ENSG00000101421	CHMP4B	111.086	1.8607
2548	ENSG00000203668	CHML	49.518	1.8607
2549	ENSG00000170325	PRDM10	4.378	1.8602
2550	ENSG00000151474	FRMD4A	12.1	1.8601
2551	ENSG00000059804	SLC2A3	4.7	1.8598
2552	ENSG00000157017	GHRL	2.09	1.859
2553	ENSG00000256683	ZNF350	3.877	1.8589
2554	ENSG00000139508	SLC46A3	3.636	1.8587
2555	ENSG00000095002	MSH2	81.048	1.8584
2556	ENSG00000126790	L3HYPDH	15.191	1.8581
2557	ENSG00000164199	ADGRV1	13.861	1.8579
2558	ENSG00000230873	STMND1	2.881	1.8579
2559	ENSG00000123685	BATF3	35.178	1.8578
2560	ENSG00000188517	COL25A1	7.447	1.8572
2561	ENSG00000158122	PRXL2C	25.058	1.857
2562	ENSG00000107614	TRDMT1	12.73	1.8569
2563	ENSG00000265491	RNF115	38.232	1.8568
2564	ENSG00000004766	VPS50	15.848	1.8561
2565	ENSG00000196693	ZNF33B	28.379	1.856
2566	ENSG00000268790		2.423	1.8557
2567	ENSG00000099910	KLHL22	21.641	1.8552
2568	ENSG00000214013	GANC	9.888	1.8552
2569	ENSG00000250571	GLI4	15.012	1.8547
2570	ENSG00000104267	CA2	300.479	1.8546
2571	ENSG00000221886	FAM200C	3.252	1.8539
2572	ENSG00000166225	FRS2	11.157	1.8536
2573	ENSG00000127328	RAB3IP	32.984	1.8535
2574	ENSG00000135622	SEMA4F	15.043	1.8534
2575	ENSG00000105650	PDE4C	2.597	1.8533
2576	ENSG00000144747	TMF1	33.14	1.8532
2577	ENSG00000266964	FXYD1	2.464	1.8532
2578	ENSG00000100299	ARSA	12.535	1.8532
2579	ENSG00000062650	WAPL	66.38	1.8528
2580	ENSG00000118260	CREB1	31.969	1.8521
2581	ENSG00000173681	BCLAF3	6.196	1.8515
2582	ENSG00000102934	PLLP	5.299	1.8513
2583	ENSG00000134070	IRAK2	4.607	1.8513
2584	ENSG00000188338	SLC38A3	4.71	1.8512
2585	ENSG00000168152	THAP9	4.14	1.851
2586	ENSG00000133639	BTG1	56.711	1.8509
2587	ENSG00000256223	ZNF10	4.28	1.8506
2588	ENSG00000075131	TIPIN	70.007	1.8503
2589	ENSG00000221923	ZNF880	2.278	1.8498
2590	ENSG00000164933	SLC25A32	40.248	1.8497
2591	ENSG00000080608	PUM3	71.072	1.8492
2592	ENSG00000008869	HEATR5B	18.631	1.8491
2593	ENSG00000185480	PARPBP	24.888	1.8489
2594	ENSG00000134824	FADS2	39.103	1.8486
2595	ENSG00000113638	TTC33	9.263	1.8481
2596	ENSG00000033800	PIAS1	43.389	1.8468
2597	ENSG00000144909	OSBPL11	25.659	1.8461
2598	ENSG00000177576	C18orf32	4.744	1.8459
2599	ENSG00000111716	LDHB	1822.098	1.8457
2600	ENSG00000099840	IZUMO4	2.214	1.8455
2601	ENSG00000180758	GPR157	13.76	1.8454
2602	ENSG00000065308	TRAM2	11.819	1.8451
2603	ENSG00000182985	CADM1	62.168	1.8445
2604	ENSG00000049089	COL9A2	3.643	1.8442
2605	ENSG00000044459	CNTLN	31.353	1.8441
2606	ENSG00000168702	LRP1B	2.92	1.844
2607	ENSG00000088002	SULT2B1	2.333	1.8437
2608	ENSG00000083635	NUFIP1	26.362	1.8434
2609	ENSG00000101132	PFDN4	90.237	1.8432
2610	ENSG00000162496	DHRS3	13.097	1.843
2611	ENSG00000261740	BOLA2-SMG1P6	137.578	1.8428
2612	ENSG00000135968	GCC2	49.475	1.8425
2613	ENSG00000121281	ADCY7	4.554	1.8419
2614	ENSG00000141655	TNFRSF11A	7.023	1.8417
2615	ENSG00000115041	KCNIP3	3.269	1.8414
2616	ENSG00000152484	USP12	22.839	1.8406
2617	ENSG00000121413	ZSCAN18	7.213	1.8405
2618	ENSG00000151287	TEX30	20.006	1.8405
2619	ENSG00000150281	CTF1	2.229	1.8402
2620	ENSG00000162976	SLC66A3	5.629	1.84
2621	ENSG00000129003	VPS13C	14.708	1.84
2622	ENSG00000137343	ATAT1	20.939	1.8395
2623	ENSG00000263528	IKBKE	4.171	1.8393
2624	ENSG00000007944	MYLIP	21.259	1.8392
2625	ENSG00000198270	TMEM116	10.273	1.8387
2626	ENSG00000119965	C10orf88	9.237	1.8386
2627	ENSG00000174871	CNIH2	2.688	1.8382
2628	ENSG00000204923	FBXO48	4.828	1.8381
2629	ENSG00000165861	ZFYVE1	7.968	1.8381
2630	ENSG00000123353	ORMDL2	57.187	1.8375
2631	ENSG00000127081	ZNF484	3.493	1.8373
2632	ENSG00000134317	GRHL1	7.108	1.8363
2633	ENSG00000213588	ZBTB9	17.947	1.8363
2634	ENSG00000118276	B4GALT6	14.612	1.8361
2635	ENSG00000177666	PNPLA2	59.415	1.8357
2636	ENSG00000108947	EFNB3	10.279	1.8357
2637	ENSG00000083535	PIBF1	24.707	1.8353
2638	ENSG00000163491	NEK10	2.543	1.8351
2639	ENSG00000115295	CLIP4	10.25	1.8351
2640	ENSG00000170396	ZNF804A	4.826	1.8348
2641	ENSG00000056050	HPF1	70.87	1.8347
2642	ENSG00000143502	SUSD4	3.057	1.8335
2643	ENSG00000182600	SNORC	2.659	1.8328
2644	ENSG00000162415	ZSWIM5	5.639	1.8328
2645	ENSG00000172954	LCLAT1	24.488	1.8328
2646	ENSG00000144895	EIF2A	85.7	1.8324
2647	ENSG00000164707	SLC13A4	11.66	1.8323
2648	ENSG00000213139	CRYGS	2.848	1.8323
2649	ENSG00000149557	FEZ1	12.102	1.8319
2650	ENSG00000180902	D2HGDH	18.684	1.831
2651	ENSG00000168237	GLYCTK	10.301	1.831
2652	ENSG00000183426	NPIPA1	28.087	1.831
2653	ENSG00000204524	ZNF805	6.258	1.831
2654	ENSG00000140022	STON2	11.456	1.8301
2655	ENSG00000151575	TEX9	6.061	1.8296
2656	ENSG00000109794	FAM149A	3.54	1.8296
2657	ENSG00000090382	LYZ	2.755	1.829
2658	ENSG00000176383	B3GNT4	3.672	1.8289
2659	ENSG00000112304	ACOT13	67.889	1.8289
2660	ENSG00000196458	ZNF605	6.973	1.8281
2661	ENSG00000133943	DGLUCY	9.461	1.828
2662	ENSG00000119285	HEATR1	117.412	1.8276
2663	ENSG00000205765	RIMOC1	20.832	1.8273
2664	ENSG00000187556	NANOS3	2.198	1.8272
2665	ENSG00000092853	CLSPN	136.001	1.8266
2666	ENSG00000122481	RWDD3	16.862	1.826
2667	ENSG00000106948	AKNA	7.304	1.826
2668	ENSG00000152137	HSPB8	2.657	1.8254
2669	ENSG00000251192	ZNF674	3.794	1.8244
2670	ENSG00000155158	TTC39B	3.735	1.8242
2671	ENSG00000181458	TMEM45A	11.349	1.8236
2672	ENSG00000167550	RHEBL1	4.274	1.8235
2673	ENSG00000143669	LYST	23.391	1.8231
2674	ENSG00000175893	ZDHHC21	6.831	1.8231
2675	ENSG00000158417	EIF5B	303.546	1.8231
2676	ENSG00000196437	ZNF569	6.096	1.8229
2677	ENSG00000099256	PRTFDC1	21.892	1.8228
2678	ENSG00000119630	PGF	14.275	1.8227
2679	ENSG00000159335	PTMS	379.01	1.8225
2680	ENSG00000055118	KCNH2	3.583	1.8222
2681	ENSG00000141750	STAC2	3.194	1.8208
2682	ENSG00000188786	MTF1	15.03	1.8206
2683	ENSG00000137760	ALKBH8	16.204	1.8206
2684	ENSG00000235109	ZSCAN31	2.644	1.8201
2685	ENSG00000185019	UBOX5	8.36	1.8199
2686	ENSG00000144935	TRPC1	7.778	1.8197
2687	ENSG00000109762	SNX25	10.672	1.8192
2688	ENSG00000183785	TUBA8	3.431	1.8188
2689	ENSG00000101751	POLI	5.095	1.8183
2690	ENSG00000104808	DHDH	2.354	1.8181
2691	ENSG00000104313	EYA1	6.003	1.8179
2692	ENSG00000168661	ZNF30	5.716	1.8172
2693	ENSG00000174652	ZNF266	10.613	1.816
2694	ENSG00000162585	FAAP20	123.067	1.8159
2695	ENSG00000047230	CTPS2	19.003	1.8158
2696	ENSG00000158286	RNF207	6.428	1.8158
2697	ENSG00000109680	TBC1D19	2.813	1.8153
2698	ENSG00000154642	C21orf91	12.351	1.8153
2699	ENSG00000270885	RASL10B	14.143	1.8152
2700	ENSG00000183621	ZNF438	3.156	1.8149
2701	ENSG00000027001	MIPEP	21.853	1.8147
2702	ENSG00000184178	SCFD2	22.627	1.8146
2703	ENSG00000148444	COMMD3	49.868	1.8145
2704	ENSG00000171566	PLRG1	69.1	1.8145
2705	ENSG00000203722	RAET1G	2.366	1.8144
2706	ENSG00000125820	NKX2-2	6.029	1.8143
2707	ENSG00000204149	AGAP6	42.885	1.8142
2708	ENSG00000104643	MTMR9	13.873	1.8141
2709	ENSG00000064042	LIMCH1	10.384	1.814
2710	ENSG00000112851	ERBIN	37.683	1.814
2711	ENSG00000174460	ZCCHC12	50.346	1.8139
2712	ENSG00000175938	ORAI3	5.513	1.8138
2713	ENSG00000076604	TRAF4	50.309	1.8135
2714	ENSG00000105559	PLEKHA4	4.675	1.8133
2715	ENSG00000153147	SMARCA5	117.292	1.813
2716	ENSG00000162616	DNAJB4	12.6	1.813
2717	ENSG00000184005	ST6GALNAC3	4.258	1.813
2718	ENSG00000121310	ECHDC2	3.181	1.8125
2719	ENSG00000110675	ELMOD1	7.512	1.8122
2720	ENSG00000016391	CHDH	24.33	1.8122
2721	ENSG00000142611	PRDM16	9.408	1.8109
2722	ENSG00000142279	WTIP	7.086	1.8109
2723	ENSG00000150625	GPM6A	3.212	1.8108
2724	ENSG00000150510	FAM124A	4.743	1.8107
2725	ENSG00000102078	SLC25A14	34.458	1.8107
2726	ENSG00000146205	ANO7	5.13	1.8106
2727	ENSG00000185361	TNFAIP8L1	8.569	1.8104
2728	ENSG00000105880	DLX5	12.097	1.8103
2729	ENSG00000167608	TMC4	2.209	1.8103
2730	ENSG00000101236	RNF24	14.367	1.8101
2731	ENSG00000196476	C20orf96	8.142	1.8101
2732	ENSG00000057704	TMCC3	4.571	1.8101
2733	ENSG00000100290	BIK	2.478	1.8094
2734	ENSG00000265808	SEC22B	28.292	1.8086
2735	ENSG00000108176	DNAJC12	35.032	1.8086
2736	ENSG00000249209		2.053	1.8086
2737	ENSG00000166963	MAP1A	20.557	1.8085
2738	ENSG00000196470	SIAH1	29.489	1.8082
2739	ENSG00000171105	INSR	16.698	1.8082
2740	ENSG00000175711	B3GNTL1	7.552	1.8082
2741	ENSG00000134285	FKBP11	14.637	1.8082
2742	ENSG00000145491	ROPN1L	2.121	1.8077
2743	ENSG00000130475	FCHO1	9.593	1.8076
2744	ENSG00000167232	ZNF91	4.41	1.8072
2745	ENSG00000181751	MACIR	15.276	1.8056
2746	ENSG00000173214	MFSD4B	18.794	1.8054
2747	ENSG00000105825	TFPI2	2.485	1.8054
2748	ENSG00000118518	RNF146	23.254	1.8042
2749	ENSG00000101596	SMCHD1	43.392	1.8041
2750	ENSG00000169679	BUB1	69.853	1.8034
2751	ENSG00000102195	GPR50	2.353	1.8034
2752	ENSG00000080224	EPHA6	6.269	1.8033
2753	ENSG00000168676	KCTD19	2.994	1.8027
2754	ENSG00000065154	OAT	137.038	1.8024
2755	ENSG00000115461	IGFBP5	17.215	1.8024
2756	ENSG00000099954	CECR2	23.493	1.8024
2757	ENSG00000271810		1.908	1.8023
2758	ENSG00000122779	TRIM24	47.006	1.802
2759	ENSG00000174485	DENND4A	14.847	1.8017
2760	ENSG00000187257	RSBN1L	90.41	1.8014
2761	ENSG00000157379	DHRS1	13.789	1.8011
2762	ENSG00000112992	NNT	40.226	1.8008
2763	ENSG00000082805	ERC1	40.22	1.8007
2764	ENSG00000147804	SLC39A4	93.236	1.8002
2765	ENSG00000112425	EPM2A	3.798	1.8001
2766	ENSG00000197147	LRRC8B	14.092	1.8001
2767	ENSG00000174842	GLMN	31.658	1.7997
2768	ENSG00000129682	FGF13	2.349	1.7995
2769	ENSG00000135678	CPM	6.393	1.7992
2770	ENSG00000114784	EIF1B	127.92	1.7992
2771	ENSG00000049883	PTCD2	13.441	1.7987
2772	ENSG00000153132	CLGN	17.998	1.7985
2773	ENSG00000107854	TNKS2	23.493	1.7981
2774	ENSG00000137502	RAB30	3.502	1.7978
2775	ENSG00000167384	ZNF180	8.889	1.7977
2776	ENSG00000114626	ABTB1	5.023	1.7976
2777	ENSG00000172086	KRCC1	13.336	1.7971
2778	ENSG00000170017	ALCAM	30.259	1.797
2779	ENSG00000085719	CPNE3	123.643	1.7969
2780	ENSG00000152443	ZNF776	9.254	1.7966
2781	ENSG00000197008	ZNF138	15.254	1.7964
2782	ENSG00000160131	VMA21	104.889	1.7962
2783	ENSG00000152939	MARVELD2	3.589	1.7957
2784	ENSG00000143353	LYPLAL1	28.682	1.7956
2785	ENSG00000165730	STOX1	5.174	1.7955
2786	ENSG00000173821	RNF213	34.423	1.7954
2787	ENSG00000050438	SLC4A8	3.235	1.7953
2788	ENSG00000116138	DNAJC16	7.665	1.7951
2789	ENSG00000188419	CHM	15.501	1.795
2790	ENSG00000144426	NBEAL1	18.438	1.7949
2791	ENSG00000213793	ZNF888	3.75	1.7948
2792	ENSG00000055332	EIF2AK2	55.764	1.7946
2793	ENSG00000185798	WDR53	13.335	1.7941
2794	ENSG00000173320	STOX2	17.918	1.7934
2795	ENSG00000147124	ZNF41	4.663	1.7932
2796	ENSG00000153157	SYCP2L	5.954	1.7931
2797	ENSG00000137767	SQOR	2.536	1.7917
2798	ENSG00000078668	VDAC3	266.107	1.7906
2799	ENSG00000042317	SPATA7	6.976	1.7904
2800	ENSG00000119414	PPP6C	50.589	1.7903
2801	ENSG00000136895	GARNL3	6.01	1.7902
2802	ENSG00000077097	TOP2B	138.052	1.7901
2803	ENSG00000167525	PROCA1	5.991	1.7899
2804	ENSG00000161048	NAPEPLD	6.379	1.7897
2805	ENSG00000110844	PRPF40B	8.442	1.7892
2806	ENSG00000176533	GNG7	12.559	1.7889
2807	ENSG00000170634	ACYP2	12.769	1.7885
2808	ENSG00000121691	CAT	26.63	1.7875
2809	ENSG00000134333	LDHA	1315.769	1.7873
2810	ENSG00000239474	KLHL41	2.31	1.7872
2811	ENSG00000180336	MEIOC	2.731	1.7871
2812	ENSG00000206535	LNP1	8.456	1.7869
2813	ENSG00000176428	VPS37D	5.033	1.7865
2814	ENSG00000102984	ZNF821	12.66	1.7864
2815	ENSG00000138385	SSB	431.374	1.7863
2816	ENSG00000163611	SPICE1	8.3	1.7858
2817	ENSG00000160207	HSF2BP	2.212	1.7856
2818	ENSG00000159403	C1R	4.082	1.7856
2819	ENSG00000116679	IVNS1ABP	57.237	1.7856
2820	ENSG00000182901	RGS7	6.372	1.7856
2821	ENSG00000255150	EID3	1.957	1.7855
2822	ENSG00000023318	ERP44	41.064	1.7854
2823	ENSG00000112033	PPARD	11.597	1.785
2824	ENSG00000157404	KIT	5.155	1.784
2825	ENSG00000205002	AARD	2.857	1.7835
2826	ENSG00000073910	FRY	2.582	1.7826
2827	ENSG00000152620	NADK2	31.03	1.7825
2828	ENSG00000105819	PMPCB	98.898	1.7825
2829	ENSG00000147854	UHRF2	20.101	1.7823
2830	ENSG00000170631	ZNF16	14.388	1.7823
2831	ENSG00000147872	PLIN2	40.779	1.7823
2832	ENSG00000151067	CACNA1C	3.062	1.7823
2833	ENSG00000173846	PLK3	4.925	1.782
2834	ENSG00000242252	BGLAP	1.909	1.7818
2835	ENSG00000174586	ZNF497	4.29	1.7814
2836	ENSG00000086666	ZFAND6	74.861	1.7813
2837	ENSG00000156171	DRAM2	29.308	1.7813
2838	ENSG00000137070	IL11RA	7.053	1.7811
2839	ENSG00000197837	H4C16	2.131	1.7799
2840	ENSG00000143149	ALDH9A1	118.973	1.7798
2841	ENSG00000135845	PIGC	42.59	1.7797
2842	ENSG00000137691	CFAP300	2.95	1.7796
2843	ENSG00000076321	KLHL20	18.083	1.7795
2844	ENSG00000129084	PSMA1	283.644	1.7795
2845	ENSG00000140993	TIGD7	3.088	1.7795
2846	ENSG00000293642		2.213	1.7792
2847	ENSG00000140450	ARRDC4	8.552	1.7792
2848	ENSG00000105750	ZNF85	3.158	1.7792
2849	ENSG00000155367	PPM1J	10.554	1.7789
2850	ENSG00000154240	CEP112	14.4	1.7781
2851	ENSG00000188227	ZNF793	2.715	1.778
2852	ENSG00000168538	TRAPPC11	9.532	1.7778
2853	ENSG00000158290	CUL4B	63.877	1.7777
2854	ENSG00000138175	ARL3	56.323	1.7773
2855	ENSG00000107821	KAZALD1	10.072	1.7773
2856	ENSG00000162551	ALPL	4.509	1.7773
2857	ENSG00000227051	C14orf132	17.041	1.7771
2858	ENSG00000113583	C5orf15	61.813	1.7771
2859	ENSG00000188647	PTAR1	22.452	1.7767
2860	ENSG00000137573	SULF1	4.514	1.7766
2861	ENSG00000169599	NFU1	74.805	1.7765
2862	ENSG00000126787	DLGAP5	54.036	1.7764
2863	ENSG00000183260	ABHD16B	1.923	1.7761
2864	ENSG00000198382	UVRAG	29.523	1.776
2865	ENSG00000170604	IRF2BP1	32.765	1.7755
2866	ENSG00000160014	CALM3	596.094	1.7754
2867	ENSG00000143994	ABHD1	3.144	1.7751
2868	ENSG00000141441	GAREM1	13.334	1.775
2869	ENSG00000166920	C15orf48	2.223	1.7746
2870	ENSG00000156642	NPTN	53.76	1.7746
2871	ENSG00000163431	LMOD1	3.8	1.7745
2872	ENSG00000108588	CCDC47	98.544	1.7745
2873	ENSG00000170456	DENND5B	19.563	1.7744
2874	ENSG00000262484	CCER2	2.069	1.7744
2875	ENSG00000114107	CEP70	18.364	1.7741
2876	ENSG00000183018	SPNS2	2.584	1.7741
2877	ENSG00000165879	FRAT1	6.739	1.7737
2878	ENSG00000256087	ZNF432	5.89	1.7736
2879	ENSG00000143882	ATP6V1C2	3.981	1.7732
2880	ENSG00000100271	TTLL1	5.718	1.7727
2881	ENSG00000167766	ZNF83	2.036	1.7722
2882	ENSG00000074695	LMAN1	118.163	1.7719
2883	ENSG00000163328	GPR155	10.14	1.7718
2884	ENSG00000189127	ANKRD34B	2.702	1.7716
2885	ENSG00000004897	CDC27	129.717	1.7713
2886	ENSG00000100802	C14orf93	8.745	1.771
2887	ENSG00000150995	ITPR1	7.282	1.7702
2888	ENSG00000130762	ARHGEF16	4.522	1.7696
2889	ENSG00000285920		24.966	1.7694
2890	ENSG00000289720		2.423	1.7694
2891	ENSG00000171488	LRRC8C	7.07	1.7693
2892	ENSG00000169902	TPST1	10.103	1.7691
2893	ENSG00000188322	SBK1	18.655	1.7689
2894	ENSG00000183691	NOG	4.308	1.7689
2895	ENSG00000178053	MLF1	44.77	1.7687
2896	ENSG00000151914	DST	76.171	1.7685
2897	ENSG00000137693	YAP1	18.146	1.7685
2898	ENSG00000143869	GDF7	7.235	1.7683
2899	ENSG00000160991	ORAI2	37.311	1.7682
2900	ENSG00000157890	MEGF11	4.997	1.7682
2901	ENSG00000181555	SETD2	96.118	1.7681
2902	ENSG00000165084	C8orf34	3.106	1.7674
2903	ENSG00000085449	WDFY1	19.037	1.7673
2904	ENSG00000164823	OSGIN2	15.449	1.7672
2905	ENSG00000235750	KIAA0040	5.197	1.7671
2906	ENSG00000170264	FAM161A	32.678	1.767
2907	ENSG00000198455	ZXDB	4.404	1.767
2908	ENSG00000204267	TAP2	28.015	1.7668
2909	ENSG00000152242	ARK2N	10.796	1.7668
2910	ENSG00000109536	FRG1	49.336	1.7667
2911	ENSG00000271741		1.949	1.7662
2912	ENSG00000145029	NICN1	9.191	1.7657
2913	ENSG00000156500	PABIR3	4.084	1.7645
2914	ENSG00000152128	TMEM163	2.724	1.764
2915	ENSG00000148730	EIF4EBP2	87.75	1.7639
2916	ENSG00000153975	ZUP1	22.203	1.7637
2917	ENSG00000103550	KNOP1	266.687	1.7636
2918	ENSG00000144504	ANKMY1	8.887	1.7633
2919	ENSG00000253710	ALG11	26.372	1.7633
2920	ENSG00000187634	SAMD11	143.052	1.7633
2921	ENSG00000262304		1.892	1.7632
2922	ENSG00000047365	ARAP2	2.953	1.7624
2923	ENSG00000143621	ILF2	626.913	1.7619
2924	ENSG00000112357	PEX7	14.717	1.7615
2925	ENSG00000168517	HEXIM2	11.365	1.7613
2926	ENSG00000169131	ZNF354A	11.811	1.7612
2927	ENSG00000109452	INPP4B	3.223	1.7609
2928	ENSG00000141622	ARK2C	3.915	1.7606
2929	ENSG00000203685	STUM	2.965	1.7606
2930	ENSG00000175322	ZNF519	8.643	1.7605
2931	ENSG00000188997	KCTD21	4.837	1.7605
2932	ENSG00000100483	VCPKMT	8.254	1.7605
2933	ENSG00000182700	IGIP	3.503	1.7603
2934	ENSG00000177679	SRRM3	6.703	1.7603
2935	ENSG00000172765	TMCC1	11.322	1.7601
2936	ENSG00000135363	LMO2	3.406	1.7601
2937	ENSG00000140451	PIF1	27.188	1.76
2938	ENSG00000156802	ATAD2	53.351	1.76
2939	ENSG00000151458	ANKRD50	13.512	1.7595
2940	ENSG00000013392	RWDD2A	6.572	1.7592
2941	ENSG00000149480	MTA2	119.854	1.759
2942	ENSG00000168135	KCNJ4	2.721	1.7588
2943	ENSG00000204130	RUFY2	12.619	1.7587
2944	ENSG00000162670	BRINP3	4.048	1.7583
2945	ENSG00000185008	ROBO2	6.167	1.758
2946	ENSG00000110218	PANX1	8.026	1.7578
2947	ENSG00000146530	VWDE	4.135	1.7577
2948	ENSG00000139344	AMDHD1	1.983	1.7572
2949	ENSG00000173451	THAP2	6.322	1.7568
2950	ENSG00000117151	CTBS	8.372	1.7566
2951	ENSG00000172007	RAB33B	10.247	1.7565
2952	ENSG00000240230	COX19	24.631	1.7562
2953	ENSG00000169499	PLEKHA2	3.091	1.756
2954	ENSG00000078070	MCCC1	12.09	1.7553
2955	ENSG00000181690	PLAG1	12.807	1.755
2956	ENSG00000105982	RNF32	2.332	1.7541
