nt_from_polyA_site	genes_contributing	DRUG-seq_mean_over_genes_smoothed25	prime-seq_mean_over_genes_smoothed25	BOBseq_mean_over_genes_smoothed25	DRUG-seq_mean_over_genes_raw	prime-seq_mean_over_genes_raw	BOBseq_mean_over_genes_raw
770	2065	0.5195	0.8147	0.8425	0.5203	0.8184	0.8380
771	2065	0.5196	0.8117	0.8418	0.5214	0.8131	0.8376
772	2065	0.5196	0.8088	0.8412	0.5198	0.8099	0.8383
773	2065	0.5193	0.8054	0.8406	0.5196	0.8047	0.8413
774	2065	0.5193	0.8020	0.8402	0.5155	0.8043	0.8417
775	2065	0.5193	0.7988	0.8400	0.5161	0.7925	0.8413
776	2065	0.5194	0.7959	0.8398	0.5152	0.7929	0.8431
777	2065	0.5195	0.7935	0.8395	0.5146	0.7976	0.8438
778	2065	0.5202	0.7912	0.8394	0.5237	0.7996	0.8428
779	2065	0.5207	0.7890	0.8393	0.5239	0.7952	0.8521
780	2065	0.5214	0.7866	0.8393	0.5218	0.7805	0.8490
781	2065	0.5220	0.7843	0.8391	0.5209	0.7770	0.8451
782	2065	0.5223	0.7818	0.8392	0.5172	0.7754	0.8477
783	2065	0.5227	0.7793	0.8392	0.5232	0.7728	0.8354
784	2065	0.5235	0.7773	0.8392	0.5234	0.7674	0.8339
785	2065	0.5245	0.7751	0.8394	0.5158	0.7645	0.8319
786	2065	0.5255	0.7731	0.8395	0.5224	0.7601	0.8330
787	2065	0.5266	0.7714	0.8392	0.5210	0.7699	0.8383
788	2065	0.5277	0.7703	0.8391	0.5229	0.7671	0.8354
789	2065	0.5285	0.7691	0.8390	0.5256	0.7689	0.8367
790	2065	0.5296	0.7676	0.8389	0.5261	0.7678	0.8340
791	2065	0.5303	0.7662	0.8390	0.5291	0.7657	0.8292
792	2065	0.5309	0.7651	0.8386	0.5322	0.7646	0.8349
793	2065	0.5312	0.7645	0.8384	0.5329	0.7590	0.8364
794	2065	0.5315	0.7642	0.8384	0.5324	0.7550	0.8388
795	2065	0.5320	0.7641	0.8386	0.5312	0.7567	0.8374
796	2065	0.5326	0.7642	0.8393	0.5413	0.7626	0.8384
797	2065	0.5333	0.7644	0.8403	0.5451	0.7564	0.8431
798	2065	0.5343	0.7642	0.8415	0.5428	0.7549	0.8436
799	2065	0.5351	0.7642	0.8426	0.5435	0.7617	0.8357
800	2065	0.5361	0.7637	0.8433	0.5432	0.7633	0.8388
801	2065	0.5370	0.7632	0.8442	0.5370	0.7642	0.8395
802	2065	0.5378	0.7626	0.8449	0.5402	0.7588	0.8411
803	2065	0.5387	0.7619	0.8460	0.5423	0.7664	0.8465
804	2065	0.5393	0.7615	0.8472	0.5396	0.7661	0.8421
805	2065	0.5402	0.7613	0.8483	0.5277	0.7663	0.8427
806	2065	0.5409	0.7615	0.8493	0.5290	0.7688	0.8453
807	2065	0.5416	0.7616	0.8503	0.5307	0.7734	0.8526
808	2065	0.5421	0.7617	0.8510	0.5374	0.7745	0.8543
809	2065	0.5421	0.7615	0.8518	0.5417	0.7724	0.8569
810	2065	0.5418	0.7616	0.8526	0.5410	0.7611	0.8625
811	2065	0.5415	0.7616	0.8533	0.5420	0.7599	0.8610
812	2065	0.5411	0.7611	0.8542	0.5444	0.7563	0.8559
813	2065	0.5407	0.7606	0.8550	0.5460	0.7548	0.8573
814	2065	0.5406	0.7601	0.8554	0.5464	0.7534	0.8547
815	2065	0.5407	0.7598	0.8559	0.5477	0.7508	0.8616
816	2065	0.5405	0.7590	0.8561	0.5454	0.7563	0.8586
817	2065	0.5403	0.7585	0.8563	0.5550	0.7601	0.8633
818	2065	0.5409	0.7579	0.8566	0.5494	0.7632	0.8620
819	2065	0.5416	0.7574	0.8569	0.5506	0.7580	0.8622
820	2065	0.5425	0.7565	0.8569	0.5441	0.7587	0.8558
821	2065	0.5429	0.7555	0.8573	0.5402	0.7581	0.8590
822	2065	0.5430	0.7544	0.8576	0.5372	0.7573	0.8629
823	2065	0.5432	0.7536	0.8578	0.5362	0.7548	0.8603
824	2065	0.5431	0.7528	0.8579	0.5327	0.7499	0.8587
825	2065	0.5428	0.7515	0.8582	0.5344	0.7510	0.8571
826	2065	0.5425	0.7504	0.8587	0.5343	0.7522	0.8514
827	2065	0.5419	0.7491	0.8592	0.5414	0.7511	0.8517
828	2065	0.5414	0.7478	0.8592	0.5387	0.7452	0.8531
829	2065	0.5408	0.7465	0.8596	0.5344	0.7540	0.8463
830	2065	0.5396	0.7450	0.8596	0.5413	0.7519	0.8503
831	2065	0.5390	0.7438	0.8599	0.5484	0.7554	0.8525
832	2065	0.5385	0.7429	0.8602	0.5514	0.7526	0.8530
833	2065	0.5385	0.7418	0.8610	0.5483	0.7482	0.8643
834	2065	0.5384	0.7407	0.8616	0.5448	0.7461	0.8652
835	2065	0.5385	0.7397	0.8620	0.5459	0.7409	0.8671
836	2065	0.5387	0.7388	0.8623	0.5388	0.7385	0.8627
837	2065	0.5394	0.7379	0.8627	0.5384	0.7258	0.8648
838	2065	0.5403	0.7369	0.8630	0.5384	0.7263	0.8682
839	2065	0.5411	0.7356	0.8636	0.5307	0.7217	0.8678
840	2065	0.5416	0.7344	0.8640	0.5342	0.7188	0.8626
841	2065	0.5422	0.7331	0.8640	0.5320	0.7219	0.8669
842	2065	0.5433	0.7314	0.8644	0.5247	0.7237	0.8641
843	2065	0.5442	0.7295	0.8645	0.5330	0.7331	0.8697
844	2065	0.5448	0.7275	0.8646	0.5395	0.7349	0.8708
845	2065	0.5453	0.7254	0.8645	0.5435	0.7326	0.8737
846	2065	0.5460	0.7233	0.8640	0.5374	0.7300	0.8750
847	2065	0.5469	0.7215	0.8634	0.5396	0.7317	0.8729
848	2065	0.5476	0.7197	0.8631	0.5402	0.7325	0.8667
849	2065	0.5486	0.7181	0.8629	0.5517	0.7283	0.8685
850	2065	0.5495	0.7171	0.8629	0.5573	0.7246	0.8670
851	2065	0.5503	0.7161	0.8627	0.5546	0.7209	0.8660
852	2065	0.5512	0.7151	0.8625	0.5535	0.7204	0.8607
853	2065	0.5519	0.7141	0.8623	0.5525	0.7138	0.8529
854	2065	0.5529	0.7130	0.8620	0.5616	0.7095	0.8576
855	2065	0.5538	0.7115	0.8614	0.5635	0.7062	0.8532
856	2065	0.5544	0.7096	0.8608	0.5635	0.7041	0.8548
857	2065	0.5548	0.7075	0.8600	0.5641	0.6994	0.8485
858	2065	0.5551	0.7052	0.8592	0.5667	0.6981	0.8517
859	2065	0.5556	0.7033	0.8585	0.5661	0.6994	0.8518
860	2065	0.5562	0.7015	0.8581	0.5633	0.6968	0.8592
861	2065	0.5566	0.6998	0.8578	0.5653	0.6990	0.8586
862	2065	0.5568	0.6984	0.8574	0.5606	0.7008	0.8646
863	2065	0.5568	0.6970	0.8572	0.5575	0.7002	0.8621
864	2065	0.5569	0.6957	0.8572	0.5535	0.6963	0.8627
865	2065	0.5572	0.6942	0.8573	0.5535	0.6946	0.8590
866	2065	0.5575	0.6930	0.8576	0.5552	0.6934	0.8574
867	2065	0.5578	0.6915	0.8573	0.5488	0.6880	0.8508
868	2065	0.5578	0.6903	0.8571	0.5458	0.6843	0.8529
869	2065	0.5579	0.6890	0.8567	0.5504	0.6825	0.8512
870	2065	0.5579	0.6877	0.8564	0.5514	0.6762	0.8534
871	2065	0.5576	0.6865	0.8557	0.5509	0.6819	0.8574
872	2065	0.5573	0.6851	0.8548	0.5537	0.6863	0.8626
873	2065	0.5573	0.6841	0.8536	0.5512	0.6906	0.8605
874	2065	0.5575	0.6829	0.8524	0.5565	0.6925	0.8593
875	2065	0.5576	0.6816	0.8510	0.5570	0.6906	0.8616
876	2065	0.5577	0.6802	0.8497	0.5573	0.6881	0.8661
877	2065	0.5580	0.6788	0.8482	0.5594	0.6830	0.8633
878	2065	0.5582	0.6774	0.8470	0.5619	0.6822	0.8585
879	2065	0.5583	0.6758	0.8457	0.5667	0.6736	0.8513
880	2065	0.5586	0.6742	0.8449	0.5653	0.6755	0.8488
881	2065	0.5587	0.6724	0.8437	0.5650	0.6707	0.8443
882	2065	0.5589	0.6707	0.8428	0.5644	0.6689	0.8407
883	2065	0.5589	0.6693	0.8416	0.5592	0.6664	0.8331
884	2065	0.5589	0.6674	0.8404	0.5596	0.6657	0.8304
885	2065	0.5588	0.6653	0.8390	0.5613	0.6703	0.8284
886	2065	0.5588	0.6628	0.8379	0.5705	0.6700	0.8305
887	2065	0.5582	0.6602	0.8369	0.5637	0.6685	0.8295
888	2065	0.5576	0.6578	0.8360	0.5597	0.6658	0.8281
889	2065	0.5573	0.6556	0.8352	0.5617	0.6601	0.8249
890	2065	0.5571	0.6537	0.8344	0.5580	0.6609	0.8289
891	2065	0.5569	0.6517	0.8337	0.5576	0.6531	0.8266
892	2065	0.5565	0.6499	0.8332	0.5561	0.6469	0.8295
893	2065	0.5561	0.6479	0.8329	0.5503	0.6385	0.8231
894	2065	0.5556	0.6461	0.8329	0.5532	0.6412	0.8284
895	2065	0.5552	0.6440	0.8330	0.5520	0.6402	0.8247
896	2065	0.5549	0.6418	0.8334	0.5514	0.6361	0.8262
897	2065	0.5545	0.6398	0.8340	0.5520	0.6325	0.8286
898	2065	0.5540	0.6377	0.8343	0.5496	0.6294	0.8325
899	2065	0.5530	0.6355	0.8349	0.5431	0.6258	0.8351
900	2065	0.5526	0.6332	0.8355	0.5421	0.6309	0.8392
901	2065	0.5527	0.6316	0.8361	0.5477	0.6339	0.8446
902	2065	0.5529	0.6303	0.8369	0.5556	0.6364	0.8428
903	2065	0.5533	0.6292	0.8375	0.5570	0.6321	0.8417
904	2065	0.5535	0.6281	0.8384	0.5554	0.6282	0.8389
905	2065	0.5535	0.6270	0.8391	0.5565	0.6258	0.8422
906	2065	0.5538	0.6260	0.8401	0.5521	0.6252	0.8427
907	2065	0.5540	0.6249	0.8410	0.5535	0.6148	0.8455
908	2065	0.5543	0.6240	0.8419	0.5533	0.6122	0.8418
909	2065	0.5546	0.6229	0.8428	0.5485	0.6160	0.8461
910	2065	0.5551	0.6216	0.8431	0.5492	0.6167	0.8364
911	2065	0.5556	0.6203	0.8433	0.5449	0.6166	0.8435
912	2065	0.5560	0.6192	0.8433	0.5539	0.6112	0.8443
913	2065	0.5564	0.6176	0.8431	0.5619	0.6255	0.8446
914	2065	0.5565	0.6159	0.8428	0.5682	0.6274	0.8446
915	2065	0.5562	0.6143	0.8427	0.5664	0.6327	0.8439
916	2065	0.5559	0.6130	0.8430	0.5643	0.6250	0.8485
917	2065	0.5558	0.6121	0.8437	0.5559	0.6198	0.8472
918	2065	0.5556	0.6112	0.8446	0.5582	0.6153	0.8478
919	2065	0.5553	0.6105	0.8453	0.5585	0.6134	0.8508
920	2065	0.5550	0.6102	0.8461	0.5571	0.6175	0.8489
921	2065	0.5549	0.6104	0.8473	0.5612	0.6088	0.8474
922	2065	0.5549	0.6106	0.8483	0.5633	0.5998	0.8362
923	2065	0.5547	0.6107	0.8498	0.5629	0.5976	0.8369
924	2065	0.5543	0.6107	0.8513	0.5527	0.5960	0.8353
925	2065	0.5541	0.6111	0.8527	0.5523	0.5933	0.8357
926	2065	0.5534	0.6110	0.8540	0.5504	0.5900	0.8364
927	2065	0.5528	0.6113	0.8553	0.5479	0.5955	0.8408
928	2065	0.5521	0.6112	0.8565	0.5495	0.6016	0.8482
929	2065	0.5511	0.6115	0.8572	0.5536	0.6058	0.8565
930	2065	0.5504	0.6121	0.8580	0.5494	0.6028	0.8638
931	2065	0.5496	0.6132	0.8589	0.5464	0.6074	0.8616
932	2065	0.5486	0.6142	0.8595	0.5446	0.6069	0.8665
933	2065	0.5475	0.6151	0.8602	0.5515	0.6178	0.8698
934	2065	0.5463	0.6162	0.8607	0.5488	0.6200	0.8723
935	2065	0.5451	0.6178	0.8618	0.5428	0.6188	0.8745
936	2065	0.5441	0.6194	0.8630	0.5367	0.6181	0.8797
937	2065	0.5443	0.6212	0.8643	0.5474	0.6205	0.8785
938	2065	0.5445	0.6231	0.8656	0.5462	0.6229	0.8786
939	2065	0.5450	0.6251	0.8666	0.5523	0.6348	0.8780
940	2065	0.5454	0.6270	0.8673	0.5489	0.6297	0.8715
941	2065	0.5457	0.6291	0.8678	0.5396	0.6335	0.8667
942	2065	0.5456	0.6310	0.8681	0.5383	0.6358	0.8680
943	2065	0.5455	0.6332	0.8679	0.5379	0.6410	0.8698
944	2065	0.5454	0.6354	0.8675	0.5333	0.6385	0.8658
945	2065	0.5449	0.6379	0.8666	0.5300	0.6403	0.8671
946	2065	0.5440	0.6401	0.8656	0.5304	0.6377	0.8600
947	2065	0.5431	0.6421	0.8643	0.5338	0.6375	0.8628
948	2065	0.5428	0.6440	0.8629	0.5387	0.6378	0.8673
949	2065	0.5428	0.6459	0.8615	0.5568	0.6426	0.8671
950	2065	0.5421	0.6478	0.8600	0.5584	0.6396	0.8690
951	2065	0.5417	0.6492	0.8584	0.5625	0.6416	0.8619
952	2065	0.5410	0.6502	0.8568	0.5582	0.6423	0.8582
953	2065	0.5405	0.6514	0.8555	0.5567	0.6529	0.8612
954	2065	0.5401	0.6524	0.8541	0.5504	0.6544	0.8629
955	2065	0.5398	0.6535	0.8529	0.5473	0.6569	0.8588
956	2065	0.5394	0.6546	0.8514	0.5437	0.6619	0.8504
957	2065	0.5393	0.6557	0.8501	0.5321	0.6715	0.8458
958	2065	0.5396	0.6566	0.8489	0.5283	0.6719	0.8442
959	2065	0.5399	0.6577	0.8479	0.5280	0.6688	0.8401
960	2065	0.5400	0.6590	0.8470	0.5339	0.6672	0.8396
961	2065	0.5401	0.6604	0.8456	0.5375	0.6664	0.8435
962	2065	0.5393	0.6616	0.8448	0.5296	0.6684	0.8423
963	2065	0.5383	0.6631	0.8439	0.5364	0.6571	0.8391
964	2065	0.5373	0.6644	0.8432	0.5346	0.6592	0.8380
965	2065	0.5365	0.6654	0.8430	0.5374	0.6589	0.8369
966	2065	0.5355	0.6658	0.8426	0.5285	0.6586	0.8325
967	2065	0.5347	0.6660	0.8418	0.5297	0.6656	0.8376
968	2065	0.5338	0.6660	0.8411	0.5302	0.6681	0.8323
969	2065	0.5331	0.6659	0.8411	0.5295	0.6649	0.8342
970	2065	0.5332	0.6656	0.8411	0.5377	0.6633	0.8357
971	2065	0.5334	0.6650	0.8413	0.5370	0.6650	0.8369
972	2065	0.5337	0.6645	0.8416	0.5382	0.6706	0.8382
973	2065	0.5337	0.6639	0.8420	0.5389	0.6735	0.8346
974	2065	0.5336	0.6636	0.8421	0.5375	0.6726	0.8453
975	2065	0.5334	0.6631	0.8422	0.5343	0.6752	0.8460
976	2065	0.5328	0.6631	0.8423	0.5380	0.6753	0.8454
977	2065	0.5319	0.6627	0.8425	0.5378	0.6669	0.8522
978	2065	0.5309	0.6625	0.8429	0.5319	0.6637	0.8514
979	2065	0.5303	0.6623	0.8438	0.5286	0.6583	0.8434
980	2065	0.5295	0.6618	0.8444	0.5250	0.6581	0.8425
981	2065	0.5286	0.6609	0.8450	0.5274	0.6595	0.8490
982	2065	0.5274	0.6601	0.8458	0.5328	0.6635	0.8473
983	2065	0.5258	0.6592	0.8466	0.5346	0.6570	0.8484
984	2065	0.5242	0.6583	0.8476	0.5360	0.6547	0.8481
985	2065	0.5223	0.6573	0.8488	0.5344	0.6537	0.8495
986	2065	0.5205	0.6562	0.8503	0.5343	0.6576	0.8464
987	2065	0.5178	0.6550	0.8514	0.5252	0.6571	0.8449
988	2065	0.5151	0.6537	0.8525	0.5200	0.6560	0.8405
989	2065	0.5121	0.6524	0.8536	0.5114	0.6509	0.8425
990	2065	0.5089	0.6513	0.8547	0.5125	0.6534	0.8478
991	2065	0.5059	0.6501	0.8558	0.5133	0.6526	0.8550
992	2065	0.5030	0.6492	0.8573	0.5102	0.6529	0.8531
993	2065	0.5001	0.6480	0.8591	0.5080	0.6465	0.8474
994	2065	0.4973	0.6468	0.8608	0.5000	0.6440	0.8533
995	2065	0.4942	0.6451	0.8627	0.4972	0.6419	0.8560
996	2065	0.4908	0.6436	0.8649	0.4981	0.6432	0.8607
997	2065	0.4874	0.6421	0.8673	0.4903	0.6452	0.8702
998	2065	0.4841	0.6406	0.8696	0.4932	0.6443	0.8701
999	2065	0.4806	0.6388	0.8718	0.4696	0.6435	0.8730
1000	2063	0.4775	0.6368	0.8741	0.4680	0.6424	0.8740
1001	2063	0.4743	0.6347	0.8766	0.4630	0.6425	0.8725
1002	2062	0.4714	0.6325	0.8792	0.4569	0.6412	0.8797
1003	2062	0.4684	0.6306	0.8819	0.4567	0.6336	0.8809
1004	2062	0.4655	0.6288	0.8843	0.4557	0.6336	0.8799
1005	2061	0.4629	0.6267	0.8867	0.4536	0.6300	0.8882
1006	2061	0.4603	0.6248	0.8894	0.4572	0.6281	0.8917
1007	2061	0.4579	0.6231	0.8918	0.4555	0.6212	0.8946
1008	2060	0.4554	0.6214	0.8942	0.4496	0.6209	0.9029
1009	2059	0.4530	0.6199	0.8965	0.4508	0.6169	0.9068
1010	2058	0.4507	0.6181	0.8985	0.4519	0.6149	0.9082
1011	2058	0.4485	0.6163	0.9004	0.4475	0.6127	0.9006
1012	2057	0.4471	0.6146	0.9020	0.4465	0.6069	0.9018
1013	2057	0.4459	0.6128	0.9038	0.4412	0.6036	0.9037
1014	2057	0.4445	0.6111	0.9058	0.4375	0.5971	0.9074
1015	2057	0.4432	0.6097	0.9075	0.4379	0.6054	0.9153
1016	2057	0.4420	0.6087	0.9091	0.4423	0.6068	0.9149
1017	2057	0.4408	0.6077	0.9108	0.4433	0.6018	0.9150
1018	2057	0.4398	0.6071	0.9120	0.4444	0.5982	0.9142
1019	2057	0.4388	0.6067	0.9131	0.4406	0.6019	0.9136
1020	2057	0.4375	0.6065	0.9140	0.4344	0.5984	0.9148
1021	2056	0.4366	0.6062	0.9145	0.4375	0.6061	0.9186
1022	2056	0.4353	0.6062	0.9148	0.4325	0.6016	0.9198
1023	2053	0.4342	0.6062	0.9148	0.4383	0.5989	0.9188
1024	2053	0.4332	0.6061	0.9152	0.4356	0.5999	0.9134
1025	2052	0.4323	0.6065	0.9155	0.4366	0.5987	0.9167
1026	2052	0.4316	0.6069	0.9161	0.4275	0.6001	0.9240
1027	2052	0.4309	0.6073	0.9164	0.4248	0.6063	0.9208
1028	2051	0.4301	0.6072	0.9164	0.4270	0.6078	0.9214
1029	2051	0.4295	0.6071	0.9161	0.4261	0.6076	0.9223
1030	2049	0.4289	0.6070	0.9158	0.4297	0.6150	0.9179
1031	2049	0.4280	0.6071	0.9158	0.4305	0.6192	0.9210
1032	2047	0.4272	0.6072	0.9153	0.4243	0.6148	0.9151
1033	2046	0.4266	0.6075	0.9147	0.4254	0.6140	0.9164
1034	2046	0.4259	0.6076	0.9142	0.4192	0.6177	0.9141
1035	2046	0.4257	0.6079	0.9132	0.4252	0.6155	0.9096
1036	2045	0.4252	0.6084	0.9119	0.4214	0.6105	0.9093
1037	2044	0.4249	0.6085	0.9109	0.4251	0.6150	0.9104
1038	2044	0.4246	0.6087	0.9096	0.4221	0.6132	0.9166
1039	2044	0.4249	0.6086	0.9081	0.4209	0.6079	0.9150
1040	2044	0.4255	0.6084	0.9066	0.4177	0.6041	0.9151
1041	2044	0.4260	0.6080	0.9051	0.4268	0.6031	0.9085
1042	2040	0.4264	0.6076	0.9034	0.4277	0.5988	0.9081
1043	2040	0.4268	0.6070	0.9018	0.4229	0.6005	0.9129
1044	2039	0.4273	0.6058	0.9001	0.4219	0.6057	0.9014
1045	2039	0.4282	0.6049	0.8985	0.4190	0.6068	0.9015
1046	2039	0.4293	0.6041	0.8967	0.4203	0.6076	0.9044
1047	2039	0.4308	0.6033	0.8948	0.4258	0.6098	0.8954
1048	2039	0.4319	0.6028	0.8931	0.4260	0.6095	0.8865
1049	2039	0.4330	0.6027	0.8916	0.4282	0.6030	0.8876
1050	2039	0.4342	0.6026	0.8899	0.4295	0.6034	0.8854
1051	2038	0.4355	0.6024	0.8879	0.4340	0.5995	0.8856
1052	2037	0.4367	0.6027	0.8857	0.4402	0.5995	0.8845
1053	2035	0.4380	0.6028	0.8834	0.4391	0.5976	0.8838
1054	2034	0.4389	0.6029	0.8814	0.4380	0.5981	0.8799
1055	2034	0.4394	0.6032	0.8794	0.4392	0.6001	0.8774
1056	2034	0.4402	0.6035	0.8774	0.4419	0.5901	0.8783
1057	2034	0.4412	0.6035	0.8758	0.4465	0.5917	0.8754
1058	2034	0.4424	0.6038	0.8740	0.4540	0.5939	0.8708
1059	2034	0.4435	0.6038	0.8719	0.4567	0.5980	0.8662
1060	2034	0.4444	0.6036	0.8701	0.4521	0.6037	0.8674
1061	2034	0.4453	0.6034	0.8690	0.4497	0.6064	0.8716
1062	2033	0.4461	0.6035	0.8680	0.4554	0.6124	0.8682
1063	2033	0.4468	0.6038	0.8670	0.4531	0.6094	0.8662
1064	2033	0.4477	0.6042	0.8658	0.4526	0.6156	0.8603
1065	2033	0.4481	0.6045	0.8645	0.4504	0.6061	0.8567
1066	2032	0.4484	0.6046	0.8634	0.4473	0.6061	0.8601
1067	2032	0.4487	0.6048	0.8625	0.4409	0.6055	0.8575
1068	2031	0.4489	0.6047	0.8617	0.4422	0.6071	0.8615
1069	2029	0.4492	0.6046	0.8611	0.4483	0.6072	0.8616
1070	2028	0.4493	0.6045	0.8608	0.4485	0.6132	0.8577
1071	2028	0.4489	0.6043	0.8607	0.4481	0.6070	0.8525
1072	2027	0.4487	0.6038	0.8609	0.4490	0.6070	0.8499
1073	2027	0.4484	0.6032	0.8612	0.4477	0.6046	0.8599
1074	2026	0.4485	0.6024	0.8613	0.4475	0.6056	0.8628
1075	2023	0.4482	0.6013	0.8615	0.4487	0.6104	0.8585
1076	2023	0.4479	0.6003	0.8618	0.4542	0.6097	0.8564
1077	2023	0.4477	0.5992	0.8624	0.4508	0.6048	0.8527
1078	2022	0.4475	0.5988	0.8631	0.4473	0.6022	0.8547
1079	2021	0.4469	0.5983	0.8638	0.4456	0.6035	0.8570
1080	2020	0.4467	0.5980	0.8648	0.4451	0.5961	0.8589
1081	2020	0.4463	0.5975	0.8656	0.4482	0.5890	0.8633
1082	2019	0.4458	0.5968	0.8668	0.4486	0.5889	0.8677
1083	2019	0.4450	0.5961	0.8680	0.4451	0.5875	0.8674
1084	2018	0.4441	0.5954	0.8693	0.4501	0.5855	0.8725
1085	2018	0.4429	0.5947	0.8708	0.4467	0.5891	0.8742
1086	2017	0.4416	0.5940	0.8720	0.4523	0.5873	0.8735
1087	2016	0.4402	0.5933	0.8731	0.4471	0.5829	0.8740
1088	2015	0.4384	0.5924	0.8747	0.4447	0.5852	0.8741
1089	2014	0.4361	0.5916	0.8764	0.4483	0.5894	0.8750
1090	2013	0.4338	0.5908	0.8784	0.4445	0.5943	0.8737
1091	2013	0.4315	0.5901	0.8805	0.4335	0.5934	0.8780
1092	2012	0.4294	0.5893	0.8827	0.4345	0.5999	0.8815
1093	2012	0.4271	0.5886	0.8845	0.4338	0.5944	0.8815
1094	2012	0.4244	0.5881	0.8861	0.4352	0.5895	0.8919
1095	2012	0.4217	0.5876	0.8876	0.4296	0.5948	0.8878
1096	2012	0.4187	0.5871	0.8891	0.4242	0.5906	0.8858
1097	2009	0.4153	0.5866	0.8906	0.4204	0.5883	0.8867
1098	2009	0.4121	0.5858	0.8924	0.4144	0.5879	0.8915
1099	2009	0.4086	0.5849	0.8943	0.4114	0.5886	0.8897
1100	2008	0.4053	0.5839	0.8963	0.4050	0.5870	0.8969
1101	2007	0.4022	0.5827	0.8983	0.3972	0.5892	0.9008
1102	2006	0.3988	0.5811	0.9005	0.3931	0.5854	0.9024
1103	2004	0.3957	0.5792	0.9026	0.3900	0.5858	0.9069
1104	2004	0.3930	0.5773	0.9044	0.3910	0.5831	0.9115
1105	2003	0.3905	0.5750	0.9062	0.3894	0.5768	0.9043
1106	2003	0.3881	0.5729	0.9080	0.3801	0.5768	0.9035
1107	2003	0.3856	0.5709	0.9094	0.3803	0.5777	0.9048
1108	2002	0.3834	0.5685	0.9113	0.3705	0.5747	0.9060
1109	2001	0.3814	0.5660	0.9132	0.3658	0.5718	0.9101
1110	1999	0.3796	0.5637	0.9155	0.3654	0.5698	0.9187
1111	1997	0.3778	0.5617	0.9175	0.3645	0.5659	0.9216
1112	1997	0.3761	0.5597	0.9195	0.3652	0.5562	0.9219
1113	1997	0.3747	0.5578	0.9210	0.3668	0.5559	0.9247
1114	1997	0.3736	0.5558	0.9227	0.3649	0.5491	0.9295
1115	1997	0.3728	0.5541	0.9243	0.3658	0.5487	0.9260
1116	1997	0.3723	0.5523	0.9257	0.3677	0.5439	0.9240
1117	1996	0.3722	0.5505	0.9268	0.3720	0.5440	0.9264
1118	1996	0.3720	0.5489	0.9282	0.3734	0.5420	0.9276
1119	1995	0.3723	0.5472	0.9296	0.3731	0.5394	0.9256
1120	1994	0.3727	0.5454	0.9310	0.3743	0.5332	0.9355
1121	1993	0.3733	0.5436	0.9324	0.3725	0.5301	0.9342
1122	1992	0.3740	0.5417	0.9336	0.3769	0.5291	0.9428
1123	1992	0.3748	0.5399	0.9344	0.3694	0.5374	0.9429
1124	1991	0.3753	0.5383	0.9352	0.3678	0.5399	0.9384
1125	1987	0.3761	0.5372	0.9360	0.3713	0.5401	0.9358
1126	1987	0.3768	0.5361	0.9364	0.3687	0.5394	0.9427
1127	1986	0.3778	0.5353	0.9367	0.3730	0.5418	0.9416
1128	1986	0.3787	0.5345	0.9371	0.3777	0.5402	0.9430
1129	1986	0.3795	0.5339	0.9377	0.3873	0.5388	0.9392
1130	1985	0.3804	0.5331	0.9382	0.3854	0.5377	0.9381
1131	1984	0.3813	0.5325	0.9386	0.3888	0.5332	0.9390
1132	1983	0.3824	0.5319	0.9386	0.3887	0.5322	0.9387
1133	1982	0.3832	0.5313	0.9383	0.3857	0.5303	0.9416
1134	1981	0.3842	0.5308	0.9380	0.3846	0.5248	0.9395
1135	1980	0.3850	0.5305	0.9375	0.3832	0.5232	0.9397
1136	1980	0.3862	0.5297	0.9370	0.3773	0.5264	0.9416
1137	1980	0.3877	0.5289	0.9368	0.3858	0.5285	0.9421
1138	1980	0.3891	0.5280	0.9365	0.3855	0.5280	0.9347
1139	1979	0.3908	0.5273	0.9361	0.3879	0.5302	0.9367
1140	1978	0.3924	0.5266	0.9357	0.3884	0.5295	0.9361
1141	1976	0.3939	0.5260	0.9351	0.3893	0.5292	0.9392
1142	1976	0.3955	0.5256	0.9344	0.3944	0.5229	0.9399
1143	1976	0.3972	0.5253	0.9340	0.3965	0.5278	0.9359
1144	1975	0.3990	0.5254	0.9336	0.3988	0.5237	0.9274
1145	1973	0.4008	0.5260	0.9330	0.3961	0.5172	0.9265
1146	1971	0.4028	0.5267	0.9318	0.3965	0.5182	0.9268
1147	1970	0.4050	0.5278	0.9308	0.3962	0.5210	0.9300
1148	1970	0.4074	0.5291	0.9296	0.3993	0.5196	0.9299
1149	1970	0.4099	0.5304	0.9286	0.4057	0.5176	0.9347
1150	1969	0.4118	0.5316	0.9276	0.4070	0.5180	0.9293
1151	1968	0.4140	0.5328	0.9266	0.4117	0.5237	0.9325
1152	1967	0.4162	0.5339	0.9256	0.4117	0.5238	0.9319
1153	1967	0.4185	0.5349	0.9251	0.4162	0.5251	0.9262
1154	1967	0.4207	0.5362	0.9247	0.4267	0.5277	0.9221
1155	1967	0.4225	0.5379	0.9243	0.4286	0.5315	0.9282
1156	1966	0.4242	0.5394	0.9238	0.4345	0.5360	0.9290
1157	1966	0.4257	0.5412	0.9244	0.4326	0.5458	0.9228
1158	1965	0.4272	0.5432	0.9247	0.4353	0.5468	0.9130
1159	1964	0.4285	0.5454	0.9252	0.4409	0.5532	0.9149
1160	1964	0.4294	0.5479	0.9251	0.4422	0.5570	0.9101
